CIDR	Start IP	End IP	Subnet Mask	Addresses	Hosts	Wildcard mask
131.253.240.0/21	131.253.240.0	131.253.247.255	255.255.248.0	2048	2046	0.0.7.255
131.253.248.0/22	131.253.248.0	131.253.251.255	255.255.252.0	1024	1022	0.0.3.255
131.253.252.0/23	131.253.252.0	131.253.253.255	255.255.254.0	512	510	0.0.1.255
131.253.254.0/24	131.253.254.0	131.253.254.255	255.255.255.0	256	254	0.0.0.255
131.253.255.0/25	131.253.255.0	131.253.255.127	255.255.255.128	128	126	0.0.0.127
131.253.255.128/26	131.253.255.128	131.253.255.191	255.255.255.192	64	62	0.0.0.63
131.253.255.192/27	131.253.255.192	131.253.255.223	255.255.255.224	32	30	0.0.0.31
131.253.255.224/28	131.253.255.224	131.253.255.239	255.255.255.240	16	14	0.0.0.15
131.253.255.240/29	131.253.255.240	131.253.255.247	255.255.255.248	8	6	0.0.0.7
131.253.255.248/30	131.253.255.248	131.253.255.251	255.255.255.252	4	2	0.0.0.3
131.253.255.252/31	131.253.255.252	131.253.255.253	255.255.255.254	2	2	0.0.0.1
131.253.255.254/32	131.253.255.254	131.253.255.254	255.255.255.255	1	1	0.0.0.0
131.253.255.255/32	131.253.255.255	131.253.255.255	255.255.255.255	1	1	0.0.0.0
146.147.0.0/17	146.147.0.0	146.147.127.255	255.255.128.0	32768	32766	0.0.127.255
146.147.128.0/18	146.147.128.0	146.147.191.255	255.255.192.0	16384	16382	0.0.63.255
146.147.192.0/19	146.147.192.0	146.147.223.255	255.255.224.0	8192	8190	0.0.31.255
146.147.224.0/20	146.147.224.0	146.147.239.255	255.255.240.0	4096	4094	0.0.15.255
146.147.240.0/21	146.147.240.0	146.147.247.255	255.255.248.0	2048	2046	0.0.7.255
146.147.248.0/22	146.147.248.0	146.147.251.255	255.255.252.0	1024	1022	0.0.3.255
146.147.252.0/23	146.147.252.0	146.147.253.255	255.255.254.0	512	510	0.0.1.255
146.147.254.0/24	146.147.254.0	146.147.254.255	255.255.255.0	256	254	0.0.0.255
146.147.255.0/25	146.147.255.0	146.147.255.127	255.255.255.128	128	126	0.0.0.127
146.147.255.128/26	146.147.255.128	146.147.255.191	255.255.255.192	64	62	0.0.0.63
146.147.255.192/27	146.147.255.192	146.147.255.223	255.255.255.224	32	30	0.0.0.31
146.147.255.224/28	146.147.255.224	146.147.255.239	255.255.255.240	16	14	0.0.0.15
146.147.255.240/29	146.147.255.240	146.147.255.247	255.255.255.248	8	6	0.0.0.7
146.147.255.248/30	146.147.255.248	146.147.255.251	255.255.255.252	4	2	0.0.0.3
146.147.255.252/31	146.147.255.252	146.147.255.253	255.255.255.254	2	2	0.0.0.1
146.147.255.254/32	146.147.255.254	146.147.255.254	255.255.255.255	1	1	0.0.0.0
146.147.255.255/32	146.147.255.255	146.147.255.255	255.255.255.255	1	1	0.0.0.0
147.243.0.0/17	147.243.0.0	147.243.127.255	255.255.128.0	32768	32766	0.0.127.255
147.243.128.0/18	147.243.128.0	147.243.191.255	255.255.192.0	16384	16382	0.0.63.255
147.243.192.0/19	147.243.192.0	147.243.223.255	255.255.224.0	8192	8190	0.0.31.255
147.243.224.0/20	147.243.224.0	147.243.239.255	255.255.240.0	4096	4094	0.0.15.255
147.243.240.0/21	147.243.240.0	147.243.247.255	255.255.248.0	2048	2046	0.0.7.255
147.243.248.0/22	147.243.248.0	147.243.251.255	255.255.252.0	1024	1022	0.0.3.255
147.243.252.0/23	147.243.252.0	147.243.253.255	255.255.254.0	512	510	0.0.1.255
147.243.254.0/24	147.243.254.0	147.243.254.255	255.255.255.0	256	254	0.0.0.255
147.243.255.0/25	147.243.255.0	147.243.255.127	255.255.255.128	128	126	0.0.0.127
147.243.255.128/26	147.243.255.128	147.243.255.191	255.255.255.192	64	62	0.0.0.63
147.243.255.192/27	147.243.255.192	147.243.255.223	255.255.255.224	32	30	0.0.0.31
147.243.255.224/28	147.243.255.224	147.243.255.239	255.255.255.240	16	14	0.0.0.15
147.243.255.240/29	147.243.255.240	147.243.255.247	255.255.255.248	8	6	0.0.0.7
147.243.255.248/30	147.243.255.248	147.243.255.251	255.255.255.252	4	2	0.0.0.3
147.243.255.252/31	147.243.255.252	147.243.255.253	255.255.255.254	2	2	0.0.0.1
147.243.255.254/32	147.243.255.254	147.243.255.254	255.255.255.255	1	1	0.0.0.0
147.243.255.255/32	147.243.255.255	147.243.255.255	255.255.255.255	1	1	0.0.0.0
52.125.0.0/16	52.125.0.0	52.125.255.255	255.255.0.0	65536	65534	0.0.255.255
52.126.0.0/16	52.126.0.0	52.126.255.255	255.255.0.0	65536	65534	0.0.255.255
52.127.0.0/17	52.127.0.0	52.127.127.255	255.255.128.0	32768	32766	0.0.127.255
52.127.128.0/18	52.127.128.0	52.127.191.255	255.255.192.0	16384	16382	0.0.63.255
52.127.192.0/19	52.127.192.0	52.127.223.255	255.255.224.0	8192	8190	0.0.31.255
52.127.224.0/20	52.127.224.0	52.127.239.255	255.255.240.0	4096	4094	0.0.15.255
52.127.240.0/21	52.127.240.0	52.127.247.255	255.255.248.0	2048	2046	0.0.7.255
52.127.248.0/22	52.127.248.0	52.127.251.255	255.255.252.0	1024	1022	0.0.3.255
52.127.252.0/23	52.127.252.0	52.127.253.255	255.255.254.0	512	510	0.0.1.255
52.127.254.0/24	52.127.254.0	52.127.254.255	255.255.255.0	256	254	0.0.0.255
52.127.255.0/25	52.127.255.0	52.127.255.127	255.255.255.128	128	126	0.0.0.127
52.127.255.128/26	52.127.255.128	52.127.255.191	255.255.255.192	64	62	0.0.0.63
52.127.255.192/27	52.127.255.192	52.127.255.223	255.255.255.224	32	30	0.0.0.31
52.127.255.224/28	52.127.255.224	52.127.255.239	255.255.255.240	16	14	0.0.0.15
52.127.255.240/29	52.127.255.240	52.127.255.247	255.255.255.248	8	6	0.0.0.7
52.127.255.248/30	52.127.255.248	52.127.255.251	255.255.255.252	4	2	0.0.0.3
52.127.255.252/31	52.127.255.252	52.127.255.253	255.255.255.254	2	2	0.0.0.1
52.127.255.254/32	52.127.255.254	52.127.255.254	255.255.255.255	1	1	0.0.0.0
52.127.255.255/32	52.127.255.255	52.127.255.255	255.255.255.255	1	1	0.0.0.0
198.105.232.0/23	198.105.232.0	198.105.233.255	255.255.254.0	512	510	0.0.1.255
198.105.234.0/24	198.105.234.0	198.105.234.255	255.255.255.0	256	254	0.0.0.255
198.105.235.0/25	198.105.235.0	198.105.235.127	255.255.255.128	128	126	0.0.0.127
198.105.235.128/26	198.105.235.128	198.105.235.191	255.255.255.192	64	62	0.0.0.63
198.105.235.192/27	198.105.235.192	198.105.235.223	255.255.255.224	32	30	0.0.0.31
198.105.235.224/28	198.105.235.224	198.105.235.239	255.255.255.240	16	14	0.0.0.15
198.105.235.240/29	198.105.235.240	198.105.235.247	255.255.255.248	8	6	0.0.0.7
198.105.235.248/30	198.105.235.248	198.105.235.251	255.255.255.252	4	2	0.0.0.3
198.105.235.252/31	198.105.235.252	198.105.235.253	255.255.255.254	2	2	0.0.0.1
198.105.235.254/32	198.105.235.254	198.105.235.254	255.255.255.255	1	1	0.0.0.0
198.105.235.255/32	198.105.235.255	198.105.235.255	255.255.255.255	1	1	0.0.0.0
12.131.233.48/29	12.131.233.48	12.131.233.55	255.255.255.248	8	6	0.0.0.7
12.131.233.56/30	12.131.233.56	12.131.233.59	255.255.255.252	4	2	0.0.0.3
12.131.233.60/31	12.131.233.60	12.131.233.61	255.255.255.254	2	2	0.0.0.1
12.131.233.62/32	12.131.233.62	12.131.233.62	255.255.255.255	1	1	0.0.0.0
12.131.233.63/32	12.131.233.63	12.131.233.63	255.255.255.255	1	1	0.0.0.0
38.127.85.32/28	38.127.85.32	38.127.85.47	255.255.255.240	16	14	0.0.0.15
38.127.85.48/29	38.127.85.48	38.127.85.55	255.255.255.248	8	6	0.0.0.7
38.127.85.56/30	38.127.85.56	38.127.85.59	255.255.255.252	4	2	0.0.0.3
38.127.85.60/31	38.127.85.60	38.127.85.61	255.255.255.254	2	2	0.0.0.1
38.127.85.62/32	38.127.85.62	38.127.85.62	255.255.255.255	1	1	0.0.0.0
38.127.85.63/32	38.127.85.63	38.127.85.63	255.255.255.255	1	1	0.0.0.0
72.144.0.0/15	72.144.0.0	72.145.255.255	255.254.0.0	131072	131070	0.1.255.255
72.146.0.0/16	72.146.0.0	72.146.255.255	255.255.0.0	65536	65534	0.0.255.255
72.147.0.0/17	72.147.0.0	72.147.127.255	255.255.128.0	32768	32766	0.0.127.255
72.147.128.0/18	72.147.128.0	72.147.191.255	255.255.192.0	16384	16382	0.0.63.255
72.147.192.0/19	72.147.192.0	72.147.223.255	255.255.224.0	8192	8190	0.0.31.255
72.147.224.0/20	72.147.224.0	72.147.239.255	255.255.240.0	4096	4094	0.0.15.255
72.147.240.0/21	72.147.240.0	72.147.247.255	255.255.248.0	2048	2046	0.0.7.255
72.147.248.0/22	72.147.248.0	72.147.251.255	255.255.252.0	1024	1022	0.0.3.255
72.147.252.0/23	72.147.252.0	72.147.253.255	255.255.254.0	512	510	0.0.1.255
72.147.254.0/24	72.147.254.0	72.147.254.255	255.255.255.0	256	254	0.0.0.255
72.147.255.0/25	72.147.255.0	72.147.255.127	255.255.255.128	128	126	0.0.0.127
72.147.255.128/26	72.147.255.128	72.147.255.191	255.255.255.192	64	62	0.0.0.63
72.147.255.192/27	72.147.255.192	72.147.255.223	255.255.255.224	32	30	0.0.0.31
72.147.255.224/28	72.147.255.224	72.147.255.239	255.255.255.240	16	14	0.0.0.15
72.147.255.240/29	72.147.255.240	72.147.255.247	255.255.255.248	8	6	0.0.0.7
72.147.255.248/30	72.147.255.248	72.147.255.251	255.255.255.252	4	2	0.0.0.3
72.147.255.252/31	72.147.255.252	72.147.255.253	255.255.255.254	2	2	0.0.0.1
72.147.255.254/32	72.147.255.254	72.147.255.254	255.255.255.255	1	1	0.0.0.0
72.147.255.255/32	72.147.255.255	72.147.255.255	255.255.255.255	1	1	0.0.0.0
209.185.128.0/23	209.185.128.0	209.185.129.255	255.255.254.0	512	510	0.0.1.255
209.185.130.0/24	209.185.130.0	209.185.130.255	255.255.255.0	256	254	0.0.0.255
209.185.131.0/25	209.185.131.0	209.185.131.127	255.255.255.128	128	126	0.0.0.127
209.185.131.128/26	209.185.131.128	209.185.131.191	255.255.255.192	64	62	0.0.0.63
209.185.131.192/27	209.185.131.192	209.185.131.223	255.255.255.224	32	30	0.0.0.31
209.185.131.224/28	209.185.131.224	209.185.131.239	255.255.255.240	16	14	0.0.0.15
209.185.131.240/29	209.185.131.240	209.185.131.247	255.255.255.248	8	6	0.0.0.7
209.185.131.248/30	209.185.131.248	209.185.131.251	255.255.255.252	4	2	0.0.0.3
209.185.131.252/31	209.185.131.252	209.185.131.253	255.255.255.254	2	2	0.0.0.1
209.185.131.254/32	209.185.131.254	209.185.131.254	255.255.255.255	1	1	0.0.0.0
209.185.131.255/32	209.185.131.255	209.185.131.255	255.255.255.255	1	1	0.0.0.0
66.119.144.0/21	66.119.144.0	66.119.151.255	255.255.248.0	2048	2046	0.0.7.255
66.119.152.0/22	66.119.152.0	66.119.155.255	255.255.252.0	1024	1022	0.0.3.255
66.119.156.0/23	66.119.156.0	66.119.157.255	255.255.254.0	512	510	0.0.1.255
66.119.158.0/24	66.119.158.0	66.119.158.255	255.255.255.0	256	254	0.0.0.255
66.119.159.0/25	66.119.159.0	66.119.159.127	255.255.255.128	128	126	0.0.0.127
66.119.159.128/26	66.119.159.128	66.119.159.191	255.255.255.192	64	62	0.0.0.63
66.119.159.192/27	66.119.159.192	66.119.159.223	255.255.255.224	32	30	0.0.0.31
66.119.159.224/28	66.119.159.224	66.119.159.239	255.255.255.240	16	14	0.0.0.15
66.119.159.240/29	66.119.159.240	66.119.159.247	255.255.255.248	8	6	0.0.0.7
66.119.159.248/30	66.119.159.248	66.119.159.251	255.255.255.252	4	2	0.0.0.3
66.119.159.252/31	66.119.159.252	66.119.159.253	255.255.255.254	2	2	0.0.0.1
66.119.159.254/32	66.119.159.254	66.119.159.254	255.255.255.255	1	1	0.0.0.0
66.119.159.255/32	66.119.159.255	66.119.159.255	255.255.255.255	1	1	0.0.0.0
193.149.64.0/20	193.149.64.0	193.149.79.255	255.255.240.0	4096	4094	0.0.15.255
193.149.80.0/21	193.149.80.0	193.149.87.255	255.255.248.0	2048	2046	0.0.7.255
193.149.88.0/22	193.149.88.0	193.149.91.255	255.255.252.0	1024	1022	0.0.3.255
193.149.92.0/23	193.149.92.0	193.149.93.255	255.255.254.0	512	510	0.0.1.255
193.149.94.0/24	193.149.94.0	193.149.94.255	255.255.255.0	256	254	0.0.0.255
193.149.95.0/25	193.149.95.0	193.149.95.127	255.255.255.128	128	126	0.0.0.127
193.149.95.128/26	193.149.95.128	193.149.95.191	255.255.255.192	64	62	0.0.0.63
193.149.95.192/27	193.149.95.192	193.149.95.223	255.255.255.224	32	30	0.0.0.31
193.149.95.224/28	193.149.95.224	193.149.95.239	255.255.255.240	16	14	0.0.0.15
193.149.95.240/29	193.149.95.240	193.149.95.247	255.255.255.248	8	6	0.0.0.7
193.149.95.248/30	193.149.95.248	193.149.95.251	255.255.255.252	4	2	0.0.0.3
193.149.95.252/31	193.149.95.252	193.149.95.253	255.255.255.254	2	2	0.0.0.1
193.149.95.254/32	193.149.95.254	193.149.95.254	255.255.255.255	1	1	0.0.0.0
193.149.95.255/32	193.149.95.255	193.149.95.255	255.255.255.255	1	1	0.0.0.0
132.164.0.0/17	132.164.0.0	132.164.127.255	255.255.128.0	32768	32766	0.0.127.255
132.164.128.0/18	132.164.128.0	132.164.191.255	255.255.192.0	16384	16382	0.0.63.255
132.164.192.0/19	132.164.192.0	132.164.223.255	255.255.224.0	8192	8190	0.0.31.255
132.164.224.0/20	132.164.224.0	132.164.239.255	255.255.240.0	4096	4094	0.0.15.255
132.164.240.0/21	132.164.240.0	132.164.247.255	255.255.248.0	2048	2046	0.0.7.255
132.164.248.0/22	132.164.248.0	132.164.251.255	255.255.252.0	1024	1022	0.0.3.255
132.164.252.0/23	132.164.252.0	132.164.253.255	255.255.254.0	512	510	0.0.1.255
132.164.254.0/24	132.164.254.0	132.164.254.255	255.255.255.0	256	254	0.0.0.255
132.164.255.0/25	132.164.255.0	132.164.255.127	255.255.255.128	128	126	0.0.0.127
132.164.255.128/26	132.164.255.128	132.164.255.191	255.255.255.192	64	62	0.0.0.63
132.164.255.192/27	132.164.255.192	132.164.255.223	255.255.255.224	32	30	0.0.0.31
132.164.255.224/28	132.164.255.224	132.164.255.239	255.255.255.240	16	14	0.0.0.15
132.164.255.240/29	132.164.255.240	132.164.255.247	255.255.255.248	8	6	0.0.0.7
132.164.255.248/30	132.164.255.248	132.164.255.251	255.255.255.252	4	2	0.0.0.3
132.164.255.252/31	132.164.255.252	132.164.255.253	255.255.255.254	2	2	0.0.0.1
132.164.255.254/32	132.164.255.254	132.164.255.254	255.255.255.255	1	1	0.0.0.0
132.164.255.255/32	132.164.255.255	132.164.255.255	255.255.255.255	1	1	0.0.0.0
131.253.12.0/22	131.253.12.0	131.253.15.255	255.255.252.0	1024	1022	0.0.3.255
131.253.16.0/23	131.253.16.0	131.253.17.255	255.255.254.0	512	510	0.0.1.255
131.253.18.0/25	131.253.18.0	131.253.18.127	255.255.255.128	128	126	0.0.0.127
131.253.18.128/26	131.253.18.128	131.253.18.191	255.255.255.192	64	62	0.0.0.63
131.253.18.192/27	131.253.18.192	131.253.18.223	255.255.255.224	32	30	0.0.0.31
131.253.18.224/28	131.253.18.224	131.253.18.239	255.255.255.240	16	14	0.0.0.15
131.253.18.240/29	131.253.18.240	131.253.18.247	255.255.255.248	8	6	0.0.0.7
131.253.18.248/30	131.253.18.248	131.253.18.251	255.255.255.252	4	2	0.0.0.3
131.253.18.252/31	131.253.18.252	131.253.18.253	255.255.255.254	2	2	0.0.0.1
131.253.18.254/32	131.253.18.254	131.253.18.254	255.255.255.255	1	1	0.0.0.0
131.253.18.255/32	131.253.18.255	131.253.18.255	255.255.255.255	1	1	0.0.0.0
173.46.74.0/25	173.46.74.0	173.46.74.127	255.255.255.128	128	126	0.0.0.127
173.46.74.128/26	173.46.74.128	173.46.74.191	255.255.255.192	64	62	0.0.0.63
173.46.74.192/27	173.46.74.192	173.46.74.223	255.255.255.224	32	30	0.0.0.31
173.46.74.224/28	173.46.74.224	173.46.74.239	255.255.255.240	16	14	0.0.0.15
173.46.74.240/29	173.46.74.240	173.46.74.247	255.255.255.248	8	6	0.0.0.7
173.46.74.248/30	173.46.74.248	173.46.74.251	255.255.255.252	4	2	0.0.0.3
173.46.74.252/31	173.46.74.252	173.46.74.253	255.255.255.254	2	2	0.0.0.1
173.46.74.254/32	173.46.74.254	173.46.74.254	255.255.255.255	1	1	0.0.0.0
173.46.74.255/32	173.46.74.255	173.46.74.255	255.255.255.255	1	1	0.0.0.0
208.76.44.0/23	208.76.44.0	208.76.45.255	255.255.254.0	512	510	0.0.1.255
208.76.46.0/24	208.76.46.0	208.76.46.255	255.255.255.0	256	254	0.0.0.255
208.76.47.0/25	208.76.47.0	208.76.47.127	255.255.255.128	128	126	0.0.0.127
208.76.47.128/26	208.76.47.128	208.76.47.191	255.255.255.192	64	62	0.0.0.63
208.76.47.192/27	208.76.47.192	208.76.47.223	255.255.255.224	32	30	0.0.0.31
208.76.47.224/28	208.76.47.224	208.76.47.239	255.255.255.240	16	14	0.0.0.15
208.76.47.240/29	208.76.47.240	208.76.47.247	255.255.255.248	8	6	0.0.0.7
208.76.47.248/30	208.76.47.248	208.76.47.251	255.255.255.252	4	2	0.0.0.3
208.76.47.252/31	208.76.47.252	208.76.47.253	255.255.255.254	2	2	0.0.0.1
208.76.47.254/32	208.76.47.254	208.76.47.254	255.255.255.255	1	1	0.0.0.0
208.76.47.255/32	208.76.47.255	208.76.47.255	255.255.255.255	1	1	0.0.0.0
4.144.0.0/13	4.144.0.0	4.151.255.255	255.248.0.0	524288	524286	0.7.255.255
4.152.0.0/14	4.152.0.0	4.155.255.255	255.252.0.0	262144	262142	0.3.255.255
4.156.0.0/15	4.156.0.0	4.157.255.255	255.254.0.0	131072	131070	0.1.255.255
4.158.0.0/16	4.158.0.0	4.158.255.255	255.255.0.0	65536	65534	0.0.255.255
4.159.0.0/17	4.159.0.0	4.159.127.255	255.255.128.0	32768	32766	0.0.127.255
4.159.128.0/18	4.159.128.0	4.159.191.255	255.255.192.0	16384	16382	0.0.63.255
4.159.192.0/19	4.159.192.0	4.159.223.255	255.255.224.0	8192	8190	0.0.31.255
4.159.224.0/20	4.159.224.0	4.159.239.255	255.255.240.0	4096	4094	0.0.15.255
4.159.240.0/21	4.159.240.0	4.159.247.255	255.255.248.0	2048	2046	0.0.7.255
4.159.248.0/22	4.159.248.0	4.159.251.255	255.255.252.0	1024	1022	0.0.3.255
4.159.252.0/23	4.159.252.0	4.159.253.255	255.255.254.0	512	510	0.0.1.255
4.159.254.0/24	4.159.254.0	4.159.254.255	255.255.255.0	256	254	0.0.0.255
4.159.255.0/25	4.159.255.0	4.159.255.127	255.255.255.128	128	126	0.0.0.127
4.159.255.128/26	4.159.255.128	4.159.255.191	255.255.255.192	64	62	0.0.0.63
4.159.255.192/27	4.159.255.192	4.159.255.223	255.255.255.224	32	30	0.0.0.31
4.159.255.224/28	4.159.255.224	4.159.255.239	255.255.255.240	16	14	0.0.0.15
4.159.255.240/29	4.159.255.240	4.159.255.247	255.255.255.248	8	6	0.0.0.7
4.159.255.248/30	4.159.255.248	4.159.255.251	255.255.255.252	4	2	0.0.0.3
4.159.255.252/31	4.159.255.252	4.159.255.253	255.255.255.254	2	2	0.0.0.1
4.159.255.254/32	4.159.255.254	4.159.255.254	255.255.255.255	1	1	0.0.0.0
4.159.255.255/32	4.159.255.255	4.159.255.255	255.255.255.255	1	1	0.0.0.0
167.220.0.0/17	167.220.0.0	167.220.127.255	255.255.128.0	32768	32766	0.0.127.255
167.220.128.0/18	167.220.128.0	167.220.191.255	255.255.192.0	16384	16382	0.0.63.255
167.220.192.0/20	167.220.192.0	167.220.207.255	255.255.240.0	4096	4094	0.0.15.255
167.220.208.0/21	167.220.208.0	167.220.215.255	255.255.248.0	2048	2046	0.0.7.255
167.220.216.0/22	167.220.216.0	167.220.219.255	255.255.252.0	1024	1022	0.0.3.255
167.220.220.0/23	167.220.220.0	167.220.221.255	255.255.254.0	512	510	0.0.1.255
167.220.222.0/24	167.220.222.0	167.220.222.255	255.255.255.0	256	254	0.0.0.255
167.220.223.0/25	167.220.223.0	167.220.223.127	255.255.255.128	128	126	0.0.0.127
167.220.223.128/26	167.220.223.128	167.220.223.191	255.255.255.192	64	62	0.0.0.63
167.220.223.192/27	167.220.223.192	167.220.223.223	255.255.255.224	32	30	0.0.0.31
167.220.223.224/28	167.220.223.224	167.220.223.239	255.255.255.240	16	14	0.0.0.15
167.220.223.240/29	167.220.223.240	167.220.223.247	255.255.255.248	8	6	0.0.0.7
167.220.223.248/30	167.220.223.248	167.220.223.251	255.255.255.252	4	2	0.0.0.3
167.220.223.252/31	167.220.223.252	167.220.223.253	255.255.255.254	2	2	0.0.0.1
167.220.223.254/32	167.220.223.254	167.220.223.254	255.255.255.255	1	1	0.0.0.0
167.220.223.255/32	167.220.223.255	167.220.223.255	255.255.255.255	1	1	0.0.0.0
198.180.95.0/24	198.180.95.0	198.180.95.255	255.255.255.0	256	254	0.0.0.255
198.180.96.0/24	198.180.96.0	198.180.96.255	255.255.255.0	256	254	0.0.0.255
198.180.97.0/25	198.180.97.0	198.180.97.127	255.255.255.128	128	126	0.0.0.127
198.180.97.128/26	198.180.97.128	198.180.97.191	255.255.255.192	64	62	0.0.0.63
198.180.97.192/27	198.180.97.192	198.180.97.223	255.255.255.224	32	30	0.0.0.31
198.180.97.224/28	198.180.97.224	198.180.97.239	255.255.255.240	16	14	0.0.0.15
198.180.97.240/29	198.180.97.240	198.180.97.247	255.255.255.248	8	6	0.0.0.7
198.180.97.248/30	198.180.97.248	198.180.97.251	255.255.255.252	4	2	0.0.0.3
198.180.97.252/31	198.180.97.252	198.180.97.253	255.255.255.254	2	2	0.0.0.1
198.180.97.254/32	198.180.97.254	198.180.97.254	255.255.255.255	1	1	0.0.0.0
198.180.97.255/32	198.180.97.255	198.180.97.255	255.255.255.255	1	1	0.0.0.0
204.79.252.0/25	204.79.252.0	204.79.252.127	255.255.255.128	128	126	0.0.0.127
204.79.252.128/26	204.79.252.128	204.79.252.191	255.255.255.192	64	62	0.0.0.63
204.79.252.192/27	204.79.252.192	204.79.252.223	255.255.255.224	32	30	0.0.0.31
204.79.252.224/28	204.79.252.224	204.79.252.239	255.255.255.240	16	14	0.0.0.15
204.79.252.240/29	204.79.252.240	204.79.252.247	255.255.255.248	8	6	0.0.0.7
204.79.252.248/30	204.79.252.248	204.79.252.251	255.255.255.252	4	2	0.0.0.3
204.79.252.252/31	204.79.252.252	204.79.252.253	255.255.255.254	2	2	0.0.0.1
204.79.252.254/32	204.79.252.254	204.79.252.254	255.255.255.255	1	1	0.0.0.0
204.79.252.255/32	204.79.252.255	204.79.252.255	255.255.255.255	1	1	0.0.0.0
192.197.157.0/25	192.197.157.0	192.197.157.127	255.255.255.128	128	126	0.0.0.127
192.197.157.128/26	192.197.157.128	192.197.157.191	255.255.255.192	64	62	0.0.0.63
192.197.157.192/27	192.197.157.192	192.197.157.223	255.255.255.224	32	30	0.0.0.31
192.197.157.224/28	192.197.157.224	192.197.157.239	255.255.255.240	16	14	0.0.0.15
192.197.157.240/29	192.197.157.240	192.197.157.247	255.255.255.248	8	6	0.0.0.7
192.197.157.248/30	192.197.157.248	192.197.157.251	255.255.255.252	4	2	0.0.0.3
192.197.157.252/31	192.197.157.252	192.197.157.253	255.255.255.254	2	2	0.0.0.1
192.197.157.254/32	192.197.157.254	192.197.157.254	255.255.255.255	1	1	0.0.0.0
192.197.157.255/32	192.197.157.255	192.197.157.255	255.255.255.255	1	1	0.0.0.0
204.231.192.0/25	204.231.192.0	204.231.192.127	255.255.255.128	128	126	0.0.0.127
204.231.192.128/26	204.231.192.128	204.231.192.191	255.255.255.192	64	62	0.0.0.63
204.231.192.192/27	204.231.192.192	204.231.192.223	255.255.255.224	32	30	0.0.0.31
204.231.192.224/28	204.231.192.224	204.231.192.239	255.255.255.240	16	14	0.0.0.15
204.231.192.240/29	204.231.192.240	204.231.192.247	255.255.255.248	8	6	0.0.0.7
204.231.192.248/30	204.231.192.248	204.231.192.251	255.255.255.252	4	2	0.0.0.3
204.231.192.252/31	204.231.192.252	204.231.192.253	255.255.255.254	2	2	0.0.0.1
204.231.192.254/32	204.231.192.254	204.231.192.254	255.255.255.255	1	1	0.0.0.0
204.231.192.255/32	204.231.192.255	204.231.192.255	255.255.255.255	1	1	0.0.0.0
204.79.179.0/25	204.79.179.0	204.79.179.127	255.255.255.128	128	126	0.0.0.127
204.79.179.128/26	204.79.179.128	204.79.179.191	255.255.255.192	64	62	0.0.0.63
204.79.179.192/27	204.79.179.192	204.79.179.223	255.255.255.224	32	30	0.0.0.31
204.79.179.224/28	204.79.179.224	204.79.179.239	255.255.255.240	16	14	0.0.0.15
204.79.179.240/29	204.79.179.240	204.79.179.247	255.255.255.248	8	6	0.0.0.7
204.79.179.248/30	204.79.179.248	204.79.179.251	255.255.255.252	4	2	0.0.0.3
204.79.179.252/31	204.79.179.252	204.79.179.253	255.255.255.254	2	2	0.0.0.1
204.79.179.254/32	204.79.179.254	204.79.179.254	255.255.255.255	1	1	0.0.0.0
204.79.179.255/32	204.79.179.255	204.79.179.255	255.255.255.255	1	1	0.0.0.0
204.152.140.0/24	204.152.140.0	204.152.140.255	255.255.255.0	256	254	0.0.0.255
204.152.141.0/25	204.152.141.0	204.152.141.127	255.255.255.128	128	126	0.0.0.127
204.152.141.128/26	204.152.141.128	204.152.141.191	255.255.255.192	64	62	0.0.0.63
204.152.141.192/27	204.152.141.192	204.152.141.223	255.255.255.224	32	30	0.0.0.31
204.152.141.224/28	204.152.141.224	204.152.141.239	255.255.255.240	16	14	0.0.0.15
204.152.141.240/29	204.152.141.240	204.152.141.247	255.255.255.248	8	6	0.0.0.7
204.152.141.248/30	204.152.141.248	204.152.141.251	255.255.255.252	4	2	0.0.0.3
204.152.141.252/31	204.152.141.252	204.152.141.253	255.255.255.254	2	2	0.0.0.1
204.152.141.254/32	204.152.141.254	204.152.141.254	255.255.255.255	1	1	0.0.0.0
204.152.141.255/32	204.152.141.255	204.152.141.255	255.255.255.255	1	1	0.0.0.0
198.49.8.0/25	198.49.8.0	198.49.8.127	255.255.255.128	128	126	0.0.0.127
198.49.8.128/26	198.49.8.128	198.49.8.191	255.255.255.192	64	62	0.0.0.63
198.49.8.192/27	198.49.8.192	198.49.8.223	255.255.255.224	32	30	0.0.0.31
198.49.8.224/28	198.49.8.224	198.49.8.239	255.255.255.240	16	14	0.0.0.15
198.49.8.240/29	198.49.8.240	198.49.8.247	255.255.255.248	8	6	0.0.0.7
198.49.8.248/30	198.49.8.248	198.49.8.251	255.255.255.252	4	2	0.0.0.3
198.49.8.252/31	198.49.8.252	198.49.8.253	255.255.255.254	2	2	0.0.0.1
198.49.8.254/32	198.49.8.254	198.49.8.254	255.255.255.255	1	1	0.0.0.0
198.49.8.255/32	198.49.8.255	198.49.8.255	255.255.255.255	1	1	0.0.0.0
212.35.117.144/29	212.35.117.144	212.35.117.151	255.255.255.248	8	6	0.0.0.7
212.35.117.152/30	212.35.117.152	212.35.117.155	255.255.255.252	4	2	0.0.0.3
212.35.117.156/31	212.35.117.156	212.35.117.157	255.255.255.254	2	2	0.0.0.1
212.35.117.158/32	212.35.117.158	212.35.117.158	255.255.255.255	1	1	0.0.0.0
212.35.117.159/32	212.35.117.159	212.35.117.159	255.255.255.255	1	1	0.0.0.0
